,respondent_id,seasonal_vaccine,xyz_vaccine
11640,38347,0.3,0.3
11641,38348,0.0,0.0
11642,38349,0.1,0.1
11643,38350,0.8,0.8
11644,38351,0.4,0.4
11645,38352,0.2,0.2
11646,38353,0.6,0.6
11647,38354,0.8,0.8
11648,38355,0.5,0.5
11649,38356,0.8,0.8
11650,38357,0.8,0.8
11651,38358,0.2,0.2
11652,38359,0.1,0.1
11653,38360,0.2,0.2
11654,38361,0.2,0.2
11655,38362,0.1,0.1
11656,38363,0.4,0.4
11657,38364,0.2,0.2
11658,38365,0.7,0.7
11659,38366,0.4,0.4
11660,38367,0.5,0.5
11661,38368,0.0,0.0
11662,38369,0.7,0.7
11663,38370,0.2,0.2
11664,38371,0.2,0.2
11665,38372,0.6,0.6
11666,38373,0.1,0.1
11667,38374,0.3,0.3
11668,38375,0.4,0.4
11669,38376,0.4,0.4
11670,38377,0.1,0.1
11671,38378,0.3,0.3
11672,38379,0.7,0.7
11673,38380,0.4,0.4
11674,38381,0.3,0.3
11675,38382,0.4,0.4
11676,38383,0.0,0.0
11677,38384,0.6,0.6
11678,38385,0.2,0.2
11679,38386,0.6,0.6
11680,38387,0.4,0.4
11681,38388,0.8,0.8
11682,38389,0.5,0.5
11683,38390,0.2,0.2
11684,38391,0.7,0.7
11685,38392,0.7,0.7
11686,38393,0.7,0.7
11687,38394,0.7,0.7
11688,38395,0.3,0.3
11689,38396,0.2,0.2
11690,38397,0.6,0.6
11691,38398,0.5,0.5
11692,38399,0.3,0.3
11693,38400,0.8,0.8
11694,38401,0.3,0.3
11695,38402,0.1,0.1
11696,38403,0.2,0.2
11697,38404,0.3,0.3
11698,38405,0.8,0.8
11699,38406,0.2,0.2
11700,38407,0.3,0.3
11701,38408,0.2,0.2
11702,38409,0.3,0.3
11703,38410,0.2,0.2
11704,38411,0.7,0.7
11705,38412,0.4,0.4
11706,38413,0.5,0.5
11707,38414,0.3,0.3
11708,38415,0.1,0.1
11709,38416,0.6,0.6
11710,38417,0.2,0.2
11711,38418,0.1,0.1
11712,38419,0.4,0.4
11713,38420,0.3,0.3
11714,38421,0.2,0.2
11715,38422,0.2,0.2
11716,38423,0.5,0.5
11717,38424,0.1,0.1
11718,38425,0.4,0.4
11719,38426,0.4,0.4
11720,38427,0.2,0.2
11721,38428,0.2,0.2
11722,38429,0.7,0.7
11723,38430,0.4,0.4
11724,38431,0.4,0.4
11725,38432,0.5,0.5
11726,38433,0.8,0.8
11727,38434,0.2,0.2
11728,38435,0.3,0.3
11729,38436,0.3,0.3
11730,38437,0.8,0.8
11731,38438,0.8,0.8
11732,38439,0.1,0.1
11733,38440,0.5,0.5
11734,38441,0.8,0.8
11735,38442,0.6,0.6
11736,38443,0.3,0.3
11737,38444,0.1,0.1
11738,38445,0.1,0.1
11739,38446,0.2,0.2
11740,38447,0.1,0.1
11741,38448,0.7,0.7
11742,38449,0.1,0.1
11743,38450,0.4,0.4
11744,38451,0.6,0.6
11745,38452,0.6,0.6
11746,38453,0.7,0.7
11747,38454,0.8,0.8
11748,38455,0.2,0.2
11749,38456,0.4,0.4
11750,38457,0.5,0.5
11751,38458,0.1,0.1
11752,38459,0.4,0.4
11753,38460,0.7,0.7
11754,38461,0.6,0.6
11755,38462,0.6,0.6
11756,38463,0.7,0.7
11757,38464,0.4,0.4
11758,38465,0.5,0.5
11759,38466,0.1,0.1
11760,38467,0.3,0.3
11761,38468,0.8,0.8
11762,38469,0.3,0.3
11763,38470,0.7,0.7
11764,38471,0.2,0.2
11765,38472,0.2,0.2
11766,38473,0.2,0.2
11767,38474,0.1,0.1
11768,38475,0.2,0.2
11769,38476,0.2,0.2
11770,38477,0.1,0.1
11771,38478,0.7,0.7
11772,38479,0.6,0.6
11773,38480,0.5,0.5
11774,38481,0.1,0.1
11775,38482,0.4,0.4
11776,38483,0.1,0.1
11777,38484,0.6,0.6
11778,38485,0.2,0.2
11779,38486,0.3,0.3
11780,38487,0.6,0.6
11781,38488,0.4,0.4
11782,38489,0.1,0.1
11783,38490,0.8,0.8
11784,38491,0.3,0.3
11785,38492,0.2,0.2
11786,38493,0.0,0.0
11787,38494,0.9,0.9
11788,38495,0.2,0.2
11789,38496,0.1,0.1
11790,38497,0.6,0.6
11791,38498,0.2,0.2
11792,38499,0.1,0.1
11793,38500,0.2,0.2
11794,38501,0.6,0.6
11795,38502,0.2,0.2
11796,38503,0.6,0.6
11797,38504,0.3,0.3
11798,38505,0.2,0.2
11799,38506,0.5,0.5
11800,38507,0.6,0.6
11801,38508,0.2,0.2
11802,38509,0.3,0.3
11803,38510,0.4,0.4
11804,38511,0.8,0.8
11805,38512,0.5,0.5
11806,38513,0.2,0.2
11807,38514,0.6,0.6
11808,38515,0.5,0.5
11809,38516,0.2,0.2
11810,38517,0.5,0.5
11811,38518,0.7,0.7
11812,38519,0.3,0.3
11813,38520,0.4,0.4
11814,38521,0.8,0.8
11815,38522,0.6,0.6
11816,38523,0.3,0.3
11817,38524,0.7,0.7
11818,38525,0.3,0.3
11819,38526,0.2,0.2
11820,38527,0.2,0.2
11821,38528,0.9,0.9
11822,38529,0.2,0.2
11823,38530,0.3,0.3
11824,38531,0.5,0.5
11825,38532,0.7,0.7
11826,38533,0.1,0.1
11827,38534,0.2,0.2
11828,38535,0.6,0.6
11829,38536,0.6,0.6
11830,38537,0.8,0.8
11831,38538,0.8,0.8
11832,38539,0.6,0.6
11833,38540,0.5,0.5
11834,38541,0.2,0.2
11835,38542,0.2,0.2
11836,38543,0.6,0.6
11837,38544,0.5,0.5
11838,38545,0.6,0.6
11839,38546,0.4,0.4
11840,38547,0.6,0.6
11841,38548,0.3,0.3
11842,38549,0.3,0.3
11843,38550,0.2,0.2
11844,38551,0.8,0.8
11845,38552,0.2,0.2
11846,38553,0.4,0.4
11847,38554,0.4,0.4
11848,38555,0.2,0.2
11849,38556,0.2,0.2
11850,38557,0.1,0.1
11851,38558,0.2,0.2
11852,38559,0.4,0.4
11853,38560,0.0,0.0
11854,38561,0.5,0.5
11855,38562,0.8,0.8
11856,38563,0.3,0.3
11857,38564,0.8,0.8
11858,38565,0.4,0.4
11859,38566,0.3,0.3
11860,38567,0.7,0.7
11861,38568,0.3,0.3
11862,38569,0.1,0.1
11863,38570,0.7,0.7
11864,38571,0.5,0.5
11865,38572,0.2,0.2
11866,38573,0.1,0.1
11867,38574,0.2,0.2
11868,38575,0.6,0.6
11869,38576,0.1,0.1
11870,38577,0.2,0.2
11871,38578,0.1,0.1
11872,38579,0.4,0.4
11873,38580,0.5,0.5
11874,38581,0.5,0.5
11875,38582,0.7,0.7
11876,38583,0.2,0.2
11877,38584,0.4,0.4
11878,38585,0.1,0.1
11879,38586,0.3,0.3
11880,38587,0.2,0.2
11881,38588,0.2,0.2
11882,38589,0.2,0.2
11883,38590,0.6,0.6
11884,38591,0.3,0.3
11885,38592,0.5,0.5
11886,38593,0.7,0.7
11887,38594,0.1,0.1
11888,38595,0.1,0.1
11889,38596,0.7,0.7
11890,38597,0.0,0.0
11891,38598,0.2,0.2
11892,38599,0.4,0.4
11893,38600,0.1,0.1
11894,38601,0.2,0.2
11895,38602,0.8,0.8
11896,38603,0.1,0.1
11897,38604,0.7,0.7
11898,38605,0.4,0.4
11899,38606,0.4,0.4
11900,38607,0.3,0.3
11901,38608,0.0,0.0
11902,38609,0.3,0.3
11903,38610,0.3,0.3
11904,38611,0.3,0.3
11905,38612,0.6,0.6
11906,38613,0.1,0.1
11907,38614,0.0,0.0
11908,38615,0.1,0.1
11909,38616,0.1,0.1
11910,38617,0.2,0.2
11911,38618,0.3,0.3
11912,38619,0.1,0.1
11913,38620,0.6,0.6
11914,38621,0.8,0.8
11915,38622,0.1,0.1
11916,38623,0.3,0.3
11917,38624,0.1,0.1
11918,38625,0.0,0.0
11919,38626,0.3,0.3
11920,38627,0.9,0.9
11921,38628,0.1,0.1
11922,38629,0.6,0.6
11923,38630,0.8,0.8
11924,38631,0.3,0.3
11925,38632,0.8,0.8
11926,38633,0.1,0.1
11927,38634,0.0,0.0
11928,38635,0.4,0.4
11929,38636,0.7,0.7
11930,38637,0.2,0.2
11931,38638,0.1,0.1
11932,38639,0.2,0.2
11933,38640,0.2,0.2
11934,38641,0.6,0.6
11935,38642,0.1,0.1
11936,38643,0.2,0.2
11937,38644,0.4,0.4
11938,38645,0.4,0.4
11939,38646,0.6,0.6
11940,38647,0.3,0.3
11941,38648,0.4,0.4
11942,38649,0.2,0.2
11943,38650,0.1,0.1
11944,38651,0.1,0.1
11945,38652,0.5,0.5
11946,38653,0.0,0.0
11947,38654,0.1,0.1
11948,38655,0.4,0.4
11949,38656,0.3,0.3
11950,38657,0.3,0.3
11951,38658,0.7,0.7
11952,38659,0.3,0.3
11953,38660,0.5,0.5
11954,38661,0.2,0.2
11955,38662,0.1,0.1
11956,38663,0.1,0.1
11957,38664,0.6,0.6
11958,38665,0.3,0.3
11959,38666,0.2,0.2
11960,38667,0.2,0.2
11961,38668,0.8,0.8
11962,38669,0.2,0.2
11963,38670,0.5,0.5
11964,38671,0.2,0.2
11965,38672,0.4,0.4
11966,38673,0.7,0.7
11967,38674,0.8,0.8
11968,38675,0.7,0.7
11969,38676,0.1,0.1
11970,38677,0.2,0.2
11971,38678,0.5,0.5
11972,38679,0.3,0.3
11973,38680,0.1,0.1
11974,38681,0.1,0.1
11975,38682,0.4,0.4
11976,38683,0.8,0.8
11977,38684,0.7,0.7
11978,38685,0.7,0.7
11979,38686,0.6,0.6
11980,38687,0.1,0.1
11981,38688,0.6,0.6
11982,38689,0.8,0.8
11983,38690,0.1,0.1
11984,38691,0.1,0.1
11985,38692,0.3,0.3
11986,38693,0.2,0.2
11987,38694,0.4,0.4
11988,38695,0.1,0.1
11989,38696,0.2,0.2
11990,38697,0.3,0.3
11991,38698,0.7,0.7
11992,38699,0.4,0.4
11993,38700,0.6,0.6
11994,38701,0.8,0.8
11995,38702,0.3,0.3
11996,38703,0.6,0.6
11997,38704,0.8,0.8
11998,38705,0.4,0.4
11999,38706,0.2,0.2
12000,38707,0.5,0.5
12001,38708,0.3,0.3
12002,38709,0.5,0.5
12003,38710,0.6,0.6
12004,38711,0.5,0.5
12005,38712,0.6,0.6
12006,38713,0.4,0.4
12007,38714,0.2,0.2
12008,38715,0.5,0.5
12009,38716,0.2,0.2
12010,38717,0.1,0.1
12011,38718,0.3,0.3
12012,38719,0.2,0.2
12013,38720,0.1,0.1
12014,38721,0.3,0.3
12015,38722,0.2,0.2
12016,38723,0.1,0.1
12017,38724,0.1,0.1
12018,38725,0.4,0.4
12019,38726,0.4,0.4
12020,38727,0.8,0.8
12021,38728,0.3,0.3
12022,38729,0.4,0.4
12023,38730,0.0,0.0
12024,38731,0.5,0.5
12025,38732,0.4,0.4
12026,38733,0.2,0.2
12027,38734,0.2,0.2
12028,38735,0.2,0.2
12029,38736,0.0,0.0
12030,38737,0.4,0.4
12031,38738,0.7,0.7
12032,38739,0.4,0.4
12033,38740,0.3,0.3
12034,38741,0.3,0.3
12035,38742,0.3,0.3
12036,38743,0.2,0.2
12037,38744,0.3,0.3
12038,38745,0.3,0.3
12039,38746,0.3,0.3
12040,38747,0.4,0.4
12041,38748,0.5,0.5
12042,38749,0.2,0.2
12043,38750,0.2,0.2
12044,38751,0.2,0.2
12045,38752,0.1,0.1
12046,38753,0.8,0.8
12047,38754,0.1,0.1
12048,38755,0.9,0.9
12049,38756,0.2,0.2
12050,38757,0.7,0.7
12051,38758,0.1,0.1
12052,38759,0.4,0.4
12053,38760,0.2,0.2
12054,38761,0.3,0.3
12055,38762,0.7,0.7
12056,38763,0.0,0.0
12057,38764,0.0,0.0
12058,38765,0.2,0.2
12059,38766,0.2,0.2
12060,38767,0.8,0.8
12061,38768,1.0,1.0
12062,38769,0.4,0.4
12063,38770,0.1,0.1
12064,38771,0.2,0.2
12065,38772,0.4,0.4
12066,38773,0.2,0.2
12067,38774,0.5,0.5
12068,38775,0.3,0.3
12069,38776,0.2,0.2
12070,38777,0.2,0.2
12071,38778,0.1,0.1
12072,38779,0.2,0.2
12073,38780,0.2,0.2
12074,38781,0.5,0.5
12075,38782,0.1,0.1
12076,38783,0.4,0.4
12077,38784,0.4,0.4
12078,38785,0.6,0.6
12079,38786,0.4,0.4
12080,38787,0.5,0.5
12081,38788,0.1,0.1
12082,38789,0.9,0.9
12083,38790,0.5,0.5
12084,38791,0.2,0.2
12085,38792,0.6,0.6
12086,38793,0.9,0.9
12087,38794,0.3,0.3
12088,38795,0.1,0.1
12089,38796,0.5,0.5
12090,38797,0.4,0.4
12091,38798,0.3,0.3
12092,38799,0.6,0.6
12093,38800,0.2,0.2
12094,38801,0.1,0.1
12095,38802,0.5,0.5
12096,38803,0.7,0.7
12097,38804,0.3,0.3
12098,38805,0.8,0.8
12099,38806,0.9,0.9
12100,38807,0.2,0.2
12101,38808,0.1,0.1
12102,38809,0.4,0.4
12103,38810,0.8,0.8
12104,38811,0.1,0.1
12105,38812,0.7,0.7
12106,38813,0.0,0.0
12107,38814,0.5,0.5
12108,38815,0.3,0.3
12109,38816,0.7,0.7
12110,38817,0.3,0.3
12111,38818,0.5,0.5
12112,38819,0.2,0.2
12113,38820,0.4,0.4
12114,38821,0.1,0.1
12115,38822,0.4,0.4
12116,38823,0.1,0.1
12117,38824,0.1,0.1
12118,38825,0.2,0.2
12119,38826,0.4,0.4
12120,38827,0.1,0.1
12121,38828,0.3,0.3
12122,38829,0.7,0.7
12123,38830,0.6,0.6
12124,38831,0.1,0.1
12125,38832,0.4,0.4
12126,38833,0.6,0.6
12127,38834,0.1,0.1
12128,38835,0.2,0.2
12129,38836,0.3,0.3
12130,38837,0.2,0.2
12131,38838,0.1,0.1
12132,38839,0.1,0.1
12133,38840,0.3,0.3
12134,38841,0.1,0.1
12135,38842,0.8,0.8
12136,38843,0.4,0.4
12137,38844,0.2,0.2
12138,38845,0.3,0.3
12139,38846,0.9,0.9
12140,38847,0.1,0.1
12141,38848,0.8,0.8
12142,38849,0.3,0.3
12143,38850,0.6,0.6
12144,38851,0.7,0.7
12145,38852,0.6,0.6
12146,38853,0.0,0.0
12147,38854,0.4,0.4
12148,38855,0.6,0.6
12149,38856,0.2,0.2
12150,38857,0.2,0.2
12151,38858,0.4,0.4
12152,38859,0.5,0.5
12153,38860,0.1,0.1
12154,38861,0.1,0.1
12155,38862,0.7,0.7
12156,38863,0.3,0.3
12157,38864,0.5,0.5
12158,38865,0.2,0.2
12159,38866,0.0,0.0
12160,38867,0.1,0.1
12161,38868,0.1,0.1
12162,38869,0.2,0.2
12163,38870,0.6,0.6
12164,38871,0.1,0.1
12165,38872,0.2,0.2
12166,38873,0.1,0.1
12167,38874,0.7,0.7
12168,38875,0.4,0.4
12169,38876,0.2,0.2
12170,38877,0.3,0.3
12171,38878,0.4,0.4
12172,38879,0.4,0.4
12173,38880,0.6,0.6
12174,38881,0.1,0.1
12175,38882,0.4,0.4
12176,38883,0.3,0.3
12177,38884,0.7,0.7
12178,38885,0.2,0.2
12179,38886,0.8,0.8
12180,38887,0.4,0.4
12181,38888,0.6,0.6
12182,38889,0.6,0.6
12183,38890,0.3,0.3
12184,38891,0.8,0.8
12185,38892,0.8,0.8
12186,38893,0.7,0.7
12187,38894,0.8,0.8
12188,38895,0.6,0.6
12189,38896,0.1,0.1
12190,38897,0.0,0.0
12191,38898,0.5,0.5
12192,38899,0.1,0.1
12193,38900,0.9,0.9
12194,38901,0.6,0.6
12195,38902,0.2,0.2
12196,38903,0.9,0.9
12197,38904,0.0,0.0
12198,38905,0.0,0.0
12199,38906,0.8,0.8
12200,38907,0.7,0.7
12201,38908,0.1,0.1
12202,38909,0.2,0.2
12203,38910,0.1,0.1
12204,38911,0.1,0.1
12205,38912,0.7,0.7
12206,38913,0.4,0.4
12207,38914,0.1,0.1
12208,38915,0.6,0.6
12209,38916,0.6,0.6
12210,38917,0.4,0.4
12211,38918,0.2,0.2
12212,38919,0.3,0.3
12213,38920,0.8,0.8
12214,38921,0.1,0.1
12215,38922,0.1,0.1
12216,38923,0.8,0.8
12217,38924,0.3,0.3
12218,38925,0.6,0.6
12219,38926,0.4,0.4
12220,38927,0.1,0.1
12221,38928,0.2,0.2
12222,38929,0.5,0.5
12223,38930,0.0,0.0
12224,38931,0.3,0.3
12225,38932,0.8,0.8
12226,38933,0.4,0.4
12227,38934,0.2,0.2
12228,38935,0.3,0.3
12229,38936,0.3,0.3
12230,38937,0.2,0.2
12231,38938,0.3,0.3
12232,38939,0.5,0.5
12233,38940,0.9,0.9
12234,38941,0.2,0.2
12235,38942,0.2,0.2
12236,38943,0.6,0.6
12237,38944,0.9,0.9
12238,38945,0.4,0.4
12239,38946,0.2,0.2
12240,38947,0.6,0.6
12241,38948,0.3,0.3
12242,38949,0.1,0.1
12243,38950,0.2,0.2
12244,38951,0.7,0.7
12245,38952,0.6,0.6
12246,38953,0.3,0.3
12247,38954,0.6,0.6
12248,38955,0.6,0.6
12249,38956,0.5,0.5
12250,38957,0.1,0.1
12251,38958,0.1,0.1
12252,38959,0.1,0.1
12253,38960,0.2,0.2
12254,38961,0.3,0.3
12255,38962,0.5,0.5
12256,38963,0.2,0.2
12257,38964,0.1,0.1
12258,38965,0.1,0.1
12259,38966,0.1,0.1
12260,38967,0.2,0.2
12261,38968,0.5,0.5
12262,38969,0.4,0.4
12263,38970,0.1,0.1
12264,38971,1.0,1.0
12265,38972,0.3,0.3
12266,38973,0.6,0.6
12267,38974,0.7,0.7
12268,38975,0.1,0.1
12269,38976,0.8,0.8
12270,38977,0.2,0.2
12271,38978,0.0,0.0
12272,38979,0.4,0.4
12273,38980,0.6,0.6
12274,38981,0.1,0.1
12275,38982,0.8,0.8
12276,38983,0.1,0.1
12277,38984,0.8,0.8
12278,38985,0.6,0.6
12279,38986,0.2,0.2
12280,38987,0.3,0.3
12281,38988,0.8,0.8
12282,38989,0.8,0.8
12283,38990,0.1,0.1
12284,38991,0.1,0.1
12285,38992,0.1,0.1
12286,38993,0.1,0.1
12287,38994,0.4,0.4
12288,38995,0.3,0.3
12289,38996,0.6,0.6
12290,38997,0.2,0.2
12291,38998,0.2,0.2
12292,38999,0.3,0.3
12293,39000,0.4,0.4
12294,39001,0.3,0.3
12295,39002,0.3,0.3
12296,39003,0.8,0.8
12297,39004,0.8,0.8
12298,39005,0.3,0.3
12299,39006,0.4,0.4
12300,39007,0.1,0.1
12301,39008,0.6,0.6
12302,39009,0.2,0.2
12303,39010,0.6,0.6
12304,39011,0.1,0.1
12305,39012,0.2,0.2
12306,39013,0.5,0.5
12307,39014,0.1,0.1
12308,39015,0.6,0.6
12309,39016,0.2,0.2
12310,39017,0.1,0.1
12311,39018,0.7,0.7
12312,39019,0.6,0.6
12313,39020,0.7,0.7
12314,39021,0.1,0.1
12315,39022,0.7,0.7
12316,39023,0.9,0.9
12317,39024,0.2,0.2
12318,39025,0.1,0.1
12319,39026,0.2,0.2
12320,39027,0.4,0.4
12321,39028,0.8,0.8
12322,39029,0.3,0.3
12323,39030,0.4,0.4
12324,39031,0.1,0.1
12325,39032,0.1,0.1
12326,39033,0.2,0.2
12327,39034,0.2,0.2
12328,39035,0.3,0.3
12329,39036,0.2,0.2
12330,39037,0.6,0.6
12331,39038,0.4,0.4
12332,39039,0.0,0.0
12333,39040,0.9,0.9
12334,39041,0.2,0.2
12335,39042,0.7,0.7
12336,39043,0.1,0.1
12337,39044,0.7,0.7
12338,39045,0.4,0.4
12339,39046,0.2,0.2
12340,39047,0.4,0.4
12341,39048,0.7,0.7
12342,39049,0.2,0.2
12343,39050,0.5,0.5
12344,39051,0.2,0.2
12345,39052,0.5,0.5
12346,39053,0.4,0.4
12347,39054,0.4,0.4
12348,39055,0.4,0.4
12349,39056,0.1,0.1
12350,39057,0.2,0.2
12351,39058,0.1,0.1
12352,39059,0.2,0.2
12353,39060,0.4,0.4
12354,39061,0.3,0.3
12355,39062,0.4,0.4
12356,39063,0.3,0.3
12357,39064,0.2,0.2
12358,39065,0.3,0.3
12359,39066,0.7,0.7
12360,39067,0.4,0.4
12361,39068,0.1,0.1
12362,39069,0.3,0.3
12363,39070,0.7,0.7
12364,39071,0.2,0.2
12365,39072,0.2,0.2
12366,39073,0.6,0.6
12367,39074,0.6,0.6
12368,39075,0.5,0.5
12369,39076,0.2,0.2
12370,39077,0.2,0.2
12371,39078,0.1,0.1
12372,39079,0.3,0.3
12373,39080,0.4,0.4
12374,39081,0.3,0.3
12375,39082,0.0,0.0
12376,39083,0.0,0.0
12377,39084,0.6,0.6
12378,39085,0.4,0.4
12379,39086,0.2,0.2
12380,39087,0.3,0.3
12381,39088,0.7,0.7
12382,39089,0.2,0.2
12383,39090,0.4,0.4
12384,39091,0.7,0.7
12385,39092,0.3,0.3
12386,39093,0.3,0.3
12387,39094,0.2,0.2
12388,39095,0.5,0.5
12389,39096,0.2,0.2
12390,39097,0.8,0.8
12391,39098,0.2,0.2
12392,39099,0.3,0.3
12393,39100,0.7,0.7
12394,39101,0.3,0.3
12395,39102,0.4,0.4
12396,39103,0.2,0.2
12397,39104,0.3,0.3
12398,39105,0.3,0.3
12399,39106,0.3,0.3
12400,39107,0.3,0.3
12401,39108,0.1,0.1
12402,39109,0.7,0.7
12403,39110,0.7,0.7
12404,39111,0.5,0.5
12405,39112,0.6,0.6
12406,39113,0.6,0.6
12407,39114,0.4,0.4
12408,39115,0.2,0.2
12409,39116,0.2,0.2
12410,39117,0.6,0.6
12411,39118,0.3,0.3
12412,39119,0.6,0.6
12413,39120,0.7,0.7
12414,39121,0.1,0.1
12415,39122,0.1,0.1
12416,39123,0.7,0.7
12417,39124,0.5,0.5
12418,39125,0.1,0.1
12419,39126,0.3,0.3
12420,39127,0.8,0.8
12421,39128,0.6,0.6
12422,39129,0.2,0.2
12423,39130,0.7,0.7
12424,39131,0.4,0.4
12425,39132,0.8,0.8
12426,39133,0.1,0.1
12427,39134,0.1,0.1
12428,39135,0.1,0.1
12429,39136,0.3,0.3
12430,39137,0.6,0.6
12431,39138,0.2,0.2
12432,39139,0.8,0.8
12433,39140,0.4,0.4
12434,39141,0.4,0.4
12435,39142,0.4,0.4
12436,39143,0.2,0.2
12437,39144,0.4,0.4
12438,39145,0.8,0.8
12439,39146,0.1,0.1
12440,39147,0.2,0.2
12441,39148,0.2,0.2
12442,39149,0.6,0.6
12443,39150,0.2,0.2
12444,39151,0.1,0.1
12445,39152,0.7,0.7
12446,39153,0.2,0.2
12447,39154,0.3,0.3
12448,39155,0.7,0.7
12449,39156,0.5,0.5
12450,39157,0.3,0.3
12451,39158,0.2,0.2
12452,39159,0.2,0.2
12453,39160,0.1,0.1
12454,39161,0.5,0.5
12455,39162,0.2,0.2
12456,39163,0.6,0.6
12457,39164,0.2,0.2
12458,39165,0.7,0.7
12459,39166,0.6,0.6
12460,39167,0.7,0.7
12461,39168,0.2,0.2
12462,39169,0.1,0.1
12463,39170,0.5,0.5
12464,39171,0.3,0.3
12465,39172,0.7,0.7
12466,39173,0.3,0.3
12467,39174,0.8,0.8
12468,39175,0.1,0.1
12469,39176,0.3,0.3
12470,39177,0.4,0.4
12471,39178,0.4,0.4
12472,39179,0.3,0.3
12473,39180,0.8,0.8
12474,39181,0.1,0.1
12475,39182,0.4,0.4
12476,39183,0.8,0.8
12477,39184,0.3,0.3
12478,39185,0.4,0.4
12479,39186,0.4,0.4
12480,39187,0.3,0.3
12481,39188,0.6,0.6
12482,39189,0.4,0.4
12483,39190,0.3,0.3
12484,39191,0.5,0.5
12485,39192,0.3,0.3
12486,39193,0.7,0.7
12487,39194,0.2,0.2
12488,39195,0.1,0.1
12489,39196,0.4,0.4
12490,39197,0.4,0.4
12491,39198,0.4,0.4
12492,39199,0.3,0.3
12493,39200,0.2,0.2
12494,39201,0.7,0.7
12495,39202,0.2,0.2
12496,39203,0.3,0.3
12497,39204,0.6,0.6
12498,39205,0.2,0.2
12499,39206,0.6,0.6
12500,39207,0.8,0.8
12501,39208,0.4,0.4
12502,39209,0.6,0.6
12503,39210,0.1,0.1
12504,39211,0.2,0.2
12505,39212,0.2,0.2
12506,39213,0.5,0.5
12507,39214,0.9,0.9
12508,39215,0.8,0.8
12509,39216,0.2,0.2
12510,39217,0.6,0.6
12511,39218,0.6,0.6
12512,39219,0.2,0.2
12513,39220,0.5,0.5
12514,39221,0.8,0.8
12515,39222,0.4,0.4
12516,39223,0.1,0.1
12517,39224,0.1,0.1
12518,39225,0.3,0.3
12519,39226,0.3,0.3
12520,39227,0.1,0.1
12521,39228,0.1,0.1
12522,39229,0.7,0.7
12523,39230,0.2,0.2
12524,39231,0.3,0.3
12525,39232,0.7,0.7
12526,39233,0.5,0.5
12527,39234,1.0,1.0
12528,39235,0.3,0.3
12529,39236,0.1,0.1
12530,39237,0.2,0.2
12531,39238,0.7,0.7
12532,39239,0.2,0.2
12533,39240,0.4,0.4
12534,39241,0.9,0.9
12535,39242,0.2,0.2
12536,39243,0.3,0.3
12537,39244,0.2,0.2
12538,39245,0.3,0.3
12539,39246,0.4,0.4
12540,39247,0.5,0.5
12541,39248,0.7,0.7
12542,39249,0.7,0.7
12543,39250,0.6,0.6
12544,39251,0.3,0.3
12545,39252,0.4,0.4
12546,39253,0.1,0.1
12547,39254,0.2,0.2
12548,39255,0.4,0.4
12549,39256,0.6,0.6
12550,39257,0.3,0.3
12551,39258,0.7,0.7
12552,39259,0.1,0.1
12553,39260,0.2,0.2
12554,39261,0.2,0.2
12555,39262,0.6,0.6
12556,39263,0.1,0.1
12557,39264,0.2,0.2
12558,39265,0.7,0.7
12559,39266,0.5,0.5
12560,39267,0.2,0.2
12561,39268,0.2,0.2
12562,39269,0.5,0.5
12563,39270,0.1,0.1
12564,39271,0.4,0.4
12565,39272,0.2,0.2
12566,39273,0.7,0.7
12567,39274,0.2,0.2
12568,39275,0.4,0.4
12569,39276,0.5,0.5
12570,39277,0.2,0.2
12571,39278,0.6,0.6
12572,39279,0.8,0.8
12573,39280,0.8,0.8
12574,39281,0.3,0.3
12575,39282,0.5,0.5
12576,39283,0.8,0.8
12577,39284,0.4,0.4
12578,39285,0.1,0.1
12579,39286,0.2,0.2
12580,39287,0.6,0.6
12581,39288,0.3,0.3
12582,39289,0.4,0.4
12583,39290,0.3,0.3
12584,39291,0.4,0.4
12585,39292,0.1,0.1
12586,39293,0.2,0.2
12587,39294,0.2,0.2
12588,39295,0.4,0.4
12589,39296,0.8,0.8
12590,39297,0.2,0.2
12591,39298,0.2,0.2
12592,39299,0.6,0.6
12593,39300,0.1,0.1
12594,39301,0.3,0.3
12595,39302,0.3,0.3
12596,39303,0.1,0.1
12597,39304,0.7,0.7
12598,39305,0.5,0.5
12599,39306,0.4,0.4
12600,39307,0.2,0.2
12601,39308,0.8,0.8
12602,39309,0.6,0.6
12603,39310,0.2,0.2
12604,39311,0.6,0.6
12605,39312,0.1,0.1
12606,39313,0.5,0.5
12607,39314,0.6,0.6
12608,39315,0.9,0.9
12609,39316,0.1,0.1
12610,39317,0.2,0.2
12611,39318,0.1,0.1
12612,39319,0.8,0.8
12613,39320,0.8,0.8
12614,39321,0.2,0.2
12615,39322,0.3,0.3
12616,39323,0.0,0.0
12617,39324,0.3,0.3
12618,39325,0.7,0.7
12619,39326,0.4,0.4
12620,39327,0.2,0.2
12621,39328,0.3,0.3
12622,39329,0.1,0.1
12623,39330,0.3,0.3
12624,39331,0.1,0.1
12625,39332,0.2,0.2
12626,39333,0.2,0.2
12627,39334,0.4,0.4
12628,39335,0.2,0.2
12629,39336,0.2,0.2
12630,39337,0.3,0.3
12631,39338,0.4,0.4
12632,39339,0.2,0.2
12633,39340,0.4,0.4
12634,39341,0.1,0.1
12635,39342,0.3,0.3
12636,39343,0.2,0.2
12637,39344,0.7,0.7
